Antecedents,Consequent,Support
['Cumduration_3_M'],Label_1,0.91764
['Duration_2_M'],Label_1,0.90558
['Cumduration_2_M'],Label_1,0.90558
"['Cumduration_3_M', 'Time1_Short']",Label_1,0.91427
"['Cumduration_3_M', 'Duration_3_M']",Label_1,0.90741
"['Activity1_register submission date request', 'Duration_2_M']",Label_1,0.90558
"['Activity1_register submission date request', 'Cumduration_3_M']",Label_1,0.91764
"['Cumduration_3_M', 'Time2_Long']",Label_1,0.90468
"['Activity1_register submission date request', 'Cumduration_2_M']",Label_1,0.90558
"['Cumduration_2_M', 'Duration_2_M']",Label_1,0.90558
"['Cumduration_2_M', 'Time1_Short']",Label_1,0.9024
"['Duration_2_M', 'Time1_Short']",Label_1,0.9024
"['Cumduration_3_M', 'Duration_3_M', 'Time1_Short']",Label_1,0.90404
"['Activity1_register submission date request', 'Cumduration_3_M', 'Duration_3_M']",Label_1,0.90741
"['Activity1_register submission date request', 'Duration_2_M', 'Time1_Short']",Label_1,0.9024
"['Activity1_register submission date request', 'Cumduration_2_M', 'Time1_Short']",Label_1,0.9024
"['Activity1_register submission date request', 'Cumduration_3_M', 'Time1_Short']",Label_1,0.91427
"['Cumduration_3_M', 'Time1_Short', 'Time2_Long']",Label_1,0.90131
"['Activity1_register submission date request', 'Cumduration_2_M', 'Duration_2_M']",Label_1,0.90558
"['Cumduration_2_M', 'Duration_2_M', 'Time1_Short']",Label_1,0.9024
"['Cumduration_3_M', 'Duration_3_M', 'Time2_Long']",Label_1,0.90468
"['Activity1_register submission date request', 'Cumduration_3_M', 'Time2_Long']",Label_1,0.90468
"['Activity1_register submission date request', 'Cumduration_3_M', 'Duration_3_M', 'Time2_Long']",Label_1,0.90468
"['Activity1_register submission date request', 'Cumduration_3_M', 'Time1_Short', 'Time2_Long']",Label_1,0.90131
"['Cumduration_3_M', 'Duration_3_M', 'Time1_Short', 'Time2_Long']",Label_1,0.90131
"['Activity1_register submission date request', 'Cumduration_3_M', 'Duration_3_M', 'Time1_Short']",Label_1,0.90404
"['Activity1_register submission date request', 'Cumduration_2_M', 'Duration_2_M', 'Time1_Short']",Label_1,0.9024
"['Activity1_register submission date request', 'Cumduration_3_M', 'Duration_3_M', 'Time1_Short', 'Time2_Long']",Label_1,0.90131
