Antecedents,Consequent,Support
['(case) requestcomplete_False'],Label_1,0.79904
"['(case) requestcomplete_False', 'Cumduration_3_M']",Label_1,0.72444
"['(case) requestcomplete_False', 'Cumduration_2_M']",Label_1,0.71626
"['(case) requestcomplete_False', 'Duration_2_M']",Label_1,0.71626
"['(case) requestcomplete_False', 'Duration_3_M']",Label_1,0.79569
"['(case) requestcomplete_False', 'Activity1_register submission date request']",Label_1,0.79426
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Duration_2_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_3_M']",Label_1,0.79099
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Cumduration_3_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Duration_2_M', 'Duration_3_M']",Label_1,0.71418
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_2_M']",Label_1,0.71626
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_2_M']",Label_1,0.71626
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_3_M']",Label_1,0.72444
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Duration_3_M']",Label_1,0.71418
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Duration_3_M']",Label_1,0.72444
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Duration_2_M']",Label_1,0.71626
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.71418
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_3_M', 'Duration_2_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Cumduration_3_M', 'Duration_3_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_3_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Cumduration_3_M', 'Duration_2_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_2_M', 'Duration_3_M']",Label_1,0.71418
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_3_M', 'Duration_3_M']",Label_1,0.72444
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_2_M', 'Duration_3_M']",Label_1,0.71418
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_2_M', 'Duration_2_M']",Label_1,0.71626
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_2_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.71418
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_3_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Cumduration_3_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_3_M', 'Duration_2_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_3_M', 'Duration_3_M']",Label_1,0.71341
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_3_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.71341
