Antecedents,Consequent,Support
['(case) requestcomplete_False'],Label_1,0.80288
"['Cumduration_6_M', 'Duration_2_M', 'Duration_5_M']",Label_1,0.81042
"['Cumduration_6_M', 'Duration_2_M', 'Duration_4_M']",Label_1,0.81352
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_3_M']",Label_1,0.8117
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_5_M']",Label_1,0.81042
"['Activity1_register submission date request', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.81276
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_4_M']",Label_1,0.81352
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_6_M']",Label_1,0.81276
"['Cumduration_2_M', 'Cumduration_4_M', 'Cumduration_6_M']",Label_1,0.81352
"['Cumduration_6_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.8117
"['Cumduration_4_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.81352
"['Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_4_M', 'Cumduration_6_M']",Label_1,0.81212
"['Cumduration_6_M', 'Duration_2_M', 'Duration_4_M', 'Duration_5_M']",Label_1,0.80817
"['Cumduration_6_M', 'Duration_2_M', 'Duration_3_M', 'Duration_4_M']",Label_1,0.80944
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_6_M', 'Duration_5_M']",Label_1,0.8074
"['Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_5_M', 'Cumduration_6_M']",Label_1,0.81155
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_6_M', 'Duration_3_M']",Label_1,0.80868
"['Cumduration_2_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_5_M']",Label_1,0.80915
"['Cumduration_4_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.81159
"['Cumduration_4_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.80944
"['Cumduration_4_M', 'Duration_2_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.80424
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_4_M', 'Cumduration_6_M']",Label_1,0.8105
"['Cumduration_4_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_5_M']",Label_1,0.80817
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_3_M', 'Duration_5_M']",Label_1,0.80649
"['Cumduration_2_M', 'Cumduration_4_M', 'Cumduration_5_M', 'Cumduration_6_M']",Label_1,0.81159
"['Cumduration_2_M', 'Cumduration_5_M', 'Duration_3_M', 'Duration_6_M']",Label_1,0.80071
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.8117
"['Cumduration_6_M', 'Duration_2_M', 'Duration_3_M', 'Duration_5_M']",Label_1,0.80649
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_4_M', 'Duration_5_M']",Label_1,0.80817
"['Activity1_register submission date request', 'Cumduration_4_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.8105
"['Activity1_register submission date request', 'Cumduration_6_M', 'Duration_2_M', 'Duration_4_M']",Label_1,0.8105
"['Cumduration_2_M', 'Duration_3_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.81329
"['Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_6_M', 'Duration_4_M']",Label_1,0.81212
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.81276
"['Cumduration_2_M', 'Cumduration_5_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.80121
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_4_M']",Label_1,0.81352
"['Cumduration_2_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_3_M']",Label_1,0.80865
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_6_M', 'Duration_4_M']",Label_1,0.8105
"['Cumduration_3_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.81155
"['Duration_2_M', 'Duration_3_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.81329
"['Activity1_register submission date request', 'Cumduration_3_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.81135
"['Cumduration_3_M', 'Cumduration_4_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.81212
"['Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_6_M', 'Duration_3_M']",Label_1,0.81147
"['Cumduration_2_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_4_M']",Label_1,0.81159
"['Cumduration_2_M', 'Cumduration_4_M', 'Cumduration_6_M', 'Duration_3_M']",Label_1,0.80944
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_5_M']",Label_1,0.81042
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_5_M', 'Duration_6_M']",Label_1,0.80162
"['Cumduration_3_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.81147
"['Cumduration_2_M', 'Cumduration_6_M', 'Duration_3_M', 'Duration_4_M']",Label_1,0.80944
"['Activity1_register submission date request', 'Cumduration_6_M', 'Duration_2_M', 'Duration_5_M']",Label_1,0.8074
"['Cumduration_3_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_5_M']",Label_1,0.80939
"['Cumduration_5_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_4_M']",Label_1,0.81159
"['Activity1_register submission date request', 'Cumduration_5_M', 'Duration_2_M', 'Duration_6_M']",Label_1,0.80162
"['Cumduration_3_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_4_M']",Label_1,0.81212
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_5_M', 'Cumduration_6_M']",Label_1,0.80956
"['Cumduration_2_M', 'Cumduration_4_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.80424
"['Cumduration_5_M', 'Duration_2_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.80121
"['Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_6_M', 'Duration_5_M']",Label_1,0.80939
"['Cumduration_2_M', 'Cumduration_4_M', 'Cumduration_6_M', 'Duration_5_M']",Label_1,0.80817
"['Activity1_register submission date request', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.80956
"['Cumduration_5_M', 'Duration_2_M', 'Duration_3_M', 'Duration_6_M']",Label_1,0.80071
"['Cumduration_2_M', 'Cumduration_4_M', 'Cumduration_6_M', 'Duration_4_M']",Label_1,0.81352
"['Activity1_register submission date request', 'Cumduration_6_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.80868
"['Cumduration_5_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_5_M']",Label_1,0.80915
"['Cumduration_2_M', 'Cumduration_4_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.81352
"['Cumduration_4_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_4_M']",Label_1,0.81352
"['Cumduration_5_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.80865
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_6_M']",Label_1,0.81135
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_4_M']",Label_1,0.80857
"['Cumduration_3_M', 'Duration_2_M', 'Duration_3_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.81269
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_2_M']",Label_1,0.80956
"['Cumduration_3_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_4_M', 'Duration_5_M']",Label_1,0.80714
"['Activity1_register submission date request', 'Duration_2_M', 'Duration_3_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.81027
"['Cumduration_6_M', 'Duration_2_M', 'Duration_3_M', 'Duration_4_M', 'Duration_5_M']",Label_1,0.80424
"['Cumduration_4_M', 'Cumduration_5_M', 'Duration_2_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.80023
"['Cumduration_4_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_3_M']",Label_1,0.80766
"['Activity1_register submission date request', 'Cumduration_4_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_4_M']",Label_1,0.8105
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_5_M', 'Cumduration_6_M', 'Duration_3_M']",Label_1,0.80563
"['Cumduration_2_M', 'Duration_2_M', 'Duration_3_M', 'Duration_5_M', 'Duration_6_M']",Label_1,0.81329
"['Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_6_M', 'Duration_2_M', 'Duration_4_M']",Label_1,0.81212
"['Activity1_register submission date request', 'Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_5_M', 'Cumduration_6_M']",Label_1,0.80853
"['Cumduration_2_M', 'Cumduration_3_M', 'Cumduration_4_M', 'Cumduration_6_M', 'Duration_4_M']",Label_1,0.81212
