Antecedents,Consequent,Support
['(case) caseprocedure_None'],Label_0,0.9312
['(case) requestcomplete_True'],Label_0,0.9808
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.9456
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.94747
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.9184
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.9024
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.90729
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.9458
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.9607
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.9312
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.95529
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.90267
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.90204
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.9168
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.91848
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.9632
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.9792
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.9591
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.9024
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.9184
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93052
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.91848
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.94587
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.93146
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.9632
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.904
"['Duration_4_M', 'Duration_6_M', 'Time2_Long']",Label_0,0.92511
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.92553
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93285
"['Duration_5_M', 'Duration_6_M', 'Time2_Long']",Label_0,0.91273
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_6_M']",Label_0,0.93716
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.91547
"['(case) requestcomplete_True', 'Duration_6_M', 'Time1_Short']",Label_0,0.95369
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.90408
"['(case) requestcomplete_True', 'Duration_6_M', 'Time2_Long']",Label_0,0.92366
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.90568
