Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98208
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96254
"['(case) caseprocedure_None', 'Cumduration_3_M']",Label_0,0.82285
"['(case) requestcomplete_True', 'Cumduration_6_M']",Label_0,0.85545
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.92508
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.95867
"['(case) caseprocedure_None', 'Duration_2_M']",Label_0,0.80333
"['(case) requestcomplete_True', 'Cumduration_3_M']",Label_0,0.85643
"['(case) requestcomplete_True', 'Cumduration_4_M']",Label_0,0.89167
"['(case) caseprocedure_None', 'Cumduration_4_M']",Label_0,0.85828
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.92671
"['(case) caseprocedure_None', 'Cumduration_6_M']",Label_0,0.82213
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.95288
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95175
"['(case) caseprocedure_None', 'Cumduration_2_M']",Label_0,0.80333
"['(case) requestcomplete_True', 'Duration_2_M']",Label_0,0.83759
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.91325
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.93713
"['(case) caseprocedure_None', 'Duration_8_M']",Label_0,0.90253
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.91532
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.91216
"['(case) requestcomplete_True', 'Duration_8_M']",Label_0,0.93836
"['(case) caseprocedure_None', 'Duration_7_M']",Label_0,0.90269
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.92356
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95342
"['Cumduration_7_M', 'Duration_7_M']",Label_0,0.80396
"['(case) requestcomplete_True', 'Cumduration_2_M']",Label_0,0.83759
"['(case) caseprocedure_None', 'Cumduration_5_M']",Label_0,0.8428
"['(case) requestcomplete_True', 'Cumduration_7_M']",Label_0,0.80758
"['(case) requestcomplete_True', 'Cumduration_5_M']",Label_0,0.87574
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Duration_2_M']",Label_0,0.83759
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Cumduration_2_M']",Label_0,0.83047
"['Cumduration_6_M', 'Cumduration_7_M', 'Duration_6_M']",Label_0,0.80879
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Duration_6_M']",Label_0,0.86665
"['(case) requestcomplete_True', 'Cumduration_3_M', 'Duration_8_M']",Label_0,0.81859
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.9013
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_2_M']",Label_0,0.83047
"['(case) caseprocedure_None', 'Cumduration_6_M', 'Duration_3_M']",Label_0,0.80879
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.91205
"['Cumduration_6_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.81979
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Cumduration_6_M']",Label_0,0.81627
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.90229
"['(case) requestcomplete_True', 'Cumduration_6_M', 'Duration_7_M']",Label_0,0.81504
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Cumduration_6_M']",Label_0,0.8428
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.93872
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93647
"['(case) caseprocedure_None', 'Cumduration_6_M', 'Duration_6_M']",Label_0,0.81438
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Duration_3_M']",Label_0,0.81982
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M']",Label_0,0.92762
"['(case) requestcomplete_True', 'Cumduration_3_M', 'Duration_4_M']",Label_0,0.84115
"['(case) requestcomplete_True', 'Cumduration_5_M', 'Duration_2_M']",Label_0,0.8047
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Cumduration_7_M']",Label_0,0.80084
