Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98703
['(case) caseprocedure_None'],Label_0,0.9222
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.95462
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95509
"['(case) requestcomplete_True', 'Duration_8_M']",Label_0,0.936
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.90924
"['(case) requestcomplete_True', 'Cumduration_4_M']",Label_0,0.90447
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95659
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.96577
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.9222
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.95595
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.9419
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.91248
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.91048
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96921
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98541
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.96415
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_8_M']",Label_0,0.90798
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.90924
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93791
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.91048
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91371
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_7_M']",Label_0,0.91415
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.95347
"['(case) requestcomplete_True', 'Duration_8_M', 'Time2_Long']",Label_0,0.90599
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M']",Label_0,0.91429
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.94358
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.96921
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.92779
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93996
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_8_M']",Label_0,0.91979
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_7_M']",Label_0,0.92297
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_7_M']",Label_0,0.9257
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_6_M']",Label_0,0.93684
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.92592
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_8_M']",Label_0,0.90406
"['(case) requestcomplete_True', 'Duration_6_M', 'Time1_Short']",Label_0,0.95433
"['Activity1_register submission date request', 'Duration_6_M', 'Duration_8_M']",Label_0,0.9028
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.90075
"['(case) requestcomplete_True', 'Duration_6_M', 'Time2_Long']",Label_0,0.92731
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90604
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_8_M']",Label_0,0.91484
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.94956
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_6_M']",Label_0,0.92975
"['(case) requestcomplete_True', 'Time1_Short', 'Time2_Long']",Label_0,0.95462
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time2_Long']",Label_0,0.94165
"['Duration_5_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90283
"['(case) requestcomplete_True', 'Duration_7_M', 'Time2_Long']",Label_0,0.91435
"['(case) requestcomplete_True', 'Duration_3_M', 'Time1_Short']",Label_0,0.95497
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M']",Label_0,0.93079
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Duration_4_M']",Label_0,0.90263
"['(case) requestcomplete_True', 'Duration_7_M', 'Time1_Short']",Label_0,0.94028
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Time1_Short']",Label_0,0.90322
"['Duration_4_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90886
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.94388
"['(case) requestcomplete_True', 'Duration_8_M', 'Time1_Short']",Label_0,0.93438
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.94133
"['(case) requestcomplete_True', 'Duration_4_M', 'Time2_Long']",Label_0,0.9367
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Time1_Short']",Label_0,0.91248
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_6_M']",Label_0,0.93859
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Duration_7_M']",Label_0,0.90122
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_6_M']",Label_0,0.91703
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Time1_Short']",Label_0,0.94956
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M', 'Duration_6_M']",Label_0,0.90557
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short', 'Time2_Long']",Label_0,0.92592
"['Activity1_register submission date request', 'Duration_3_M', 'Duration_5_M', 'Duration_6_M']",Label_0,0.90484
"['Activity1_register submission date request', 'Duration_6_M', 'Duration_8_M', 'Time1_Short']",Label_0,0.9028
"['Activity1_register submission date request', 'Duration_4_M', 'Duration_6_M', 'Time2_Long']",Label_0,0.90986
