Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98512
['(case) caseprocedure_None'],Label_0,0.93884
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.94215
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95554
"['(case) requestcomplete_True', 'Duration_8_M']",Label_0,0.94623
"['Duration_6_M', 'Duration_8_M']",Label_0,0.92604
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.92727
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.90248
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.90655
"['Duration_6_M', 'Duration_7_M']",Label_0,0.92333
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.9513
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.96556
"['Duration_4_M', 'Duration_8_M']",Label_0,0.93834
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93884
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.95118
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.91257
"['(case) caseprocedure_None', 'Duration_8_M']",Label_0,0.90821
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.90978
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.93712
"['Duration_7_M', 'Duration_8_M']",Label_0,0.91911
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.92893
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.92497
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.97025
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98347
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.9639
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.90248
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_8_M']",Label_0,0.91487
"['Activity1_register submission date request', 'Duration_4_M', 'Duration_7_M']",Label_0,0.91994
"['Duration_6_M', 'Duration_7_M', 'Time1_Short']",Label_0,0.92167
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.90179
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.92727
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.94132
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.92497
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91083
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_7_M']",Label_0,0.90552
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.95389
"['Duration_4_M', 'Duration_8_M', 'Time1_Short']",Label_0,0.93669
"['(case) requestcomplete_True', 'Duration_8_M', 'Time2_Long']",Label_0,0.90735
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90845
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.93253
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.97025
"['Activity1_register submission date request', 'Duration_7_M', 'Duration_8_M']",Label_0,0.90588
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.91736
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.92655
"['Duration_3_M', 'Duration_5_M', 'Duration_8_M']",Label_0,0.902
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.94149
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_8_M']",Label_0,0.93135
"['Duration_3_M', 'Duration_4_M', 'Duration_7_M']",Label_0,0.90762
"['(case) requestcomplete_True', 'Duration_7_M', 'Duration_8_M']",Label_0,0.90588
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.90265
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_7_M']",Label_0,0.91994
"['Duration_5_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90141
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_7_M']",Label_0,0.9239
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_6_M']",Label_0,0.93381
"['Activity1_register submission date request', 'Duration_6_M', 'Duration_7_M']",Label_0,0.9101
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.91587
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_8_M']",Label_0,0.91718
"['Duration_4_M', 'Duration_8_M', 'Time2_Long']",Label_0,0.9033
"['(case) requestcomplete_True', 'Duration_6_M', 'Time1_Short']",Label_0,0.94953
"['Activity1_register submission date request', 'Duration_4_M', 'Duration_8_M']",Label_0,0.92346
"['Activity1_register submission date request', 'Duration_6_M', 'Duration_8_M']",Label_0,0.91116
"['Duration_4_M', 'Duration_7_M', 'Duration_8_M']",Label_0,0.90038
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.91505
"['Duration_4_M', 'Duration_7_M', 'Time2_Long']",Label_0,0.90075
"['(case) requestcomplete_True', 'Duration_6_M', 'Time2_Long']",Label_0,0.91205
"['Activity1_register submission date request', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91314
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_8_M']",Label_0,0.91281
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.9134
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_8_M']",Label_0,0.92677
"['Duration_4_M', 'Duration_5_M', 'Duration_8_M']",Label_0,0.91481
