Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.9835
['(case) caseprocedure_None'],Label_0,0.93069
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.9538
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95101
"['(case) requestcomplete_True', 'Duration_8_M']",Label_0,0.9343
"['(case) requestcomplete_True', 'Duration_9_M']",Label_0,0.94541
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.91584
"['(case) requestcomplete_True', 'Cumduration_4_M']",Label_0,0.9036
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.90594
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.91243
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95697
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.96415
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93069
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.96524
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.90151
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.90685
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.93698
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.91584
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.91609
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.9637
"['Cumduration_4_M', 'Duration_6_M']",Label_0,0.9006
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98185
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.9625
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.90594
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_8_M']",Label_0,0.91186
"['Duration_6_M', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90665
"['Duration_4_M', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90691
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.91584
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93186
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.91609
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.90832
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_7_M']",Label_0,0.91319
"['Duration_6_M', 'Duration_7_M', 'Duration_9_M']",Label_0,0.90585
"['(case) requestcomplete_True', 'Duration_7_M', 'Duration_9_M']",Label_0,0.90419
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.94936
"['(case) requestcomplete_True', 'Duration_8_M', 'Time2_Long']",Label_0,0.90704
"['(case) requestcomplete_True', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90728
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M']",Label_0,0.92166
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.94093
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.9637
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.90099
"['(case) requestcomplete_True', 'Duration_9_M', 'Time1_Short']",Label_0,0.94376
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.9344
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93602
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_8_M']",Label_0,0.91615
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_9_M']",Label_0,0.92726
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_7_M']",Label_0,0.92
"['Duration_5_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90284
