Antecedents,Consequent,Support
['Cumduration_5_M'],Label_1,0.90652
['Cumduration_3_M'],Label_1,0.91484
['Cumduration_2_M'],Label_1,0.90732
['Duration_2_M'],Label_1,0.90732
"['Cumduration_2_M', 'Duration_2_M']",Label_1,0.90732
"['Cumduration_3_M', 'Time1_Short']",Label_1,0.91484
"['Cumduration_5_M', 'Duration_5_M']",Label_1,0.90244
"['Cumduration_5_M', 'Duration_3_M']",Label_1,0.90652
"['Activity1_register submission date request', 'Duration_2_M']",Label_1,0.90732
"['Cumduration_2_M', 'Time1_Short']",Label_1,0.90732
"['Cumduration_2_M', 'Cumduration_3_M']",Label_1,0.90094
"['Cumduration_4_M', 'Duration_5_M']",Label_1,0.90719
"['Activity1_register submission date request', 'Cumduration_3_M']",Label_1,0.91484
"['Activity1_register submission date request', 'Cumduration_5_M']",Label_1,0.90397
"['Cumduration_5_M', 'Time2_Long']",Label_1,0.90171
"['Cumduration_3_M', 'Duration_2_M']",Label_1,0.90094
"['Cumduration_3_M', 'Time2_Long']",Label_1,0.90709
"['Cumduration_4_M', 'Cumduration_5_M']",Label_1,0.90288
"['Cumduration_5_M', 'Duration_4_M']",Label_1,0.90462
"['Activity1_register submission date request', 'Cumduration_2_M']",Label_1,0.90732
"['Cumduration_4_M', 'Time2_Long']",Label_1,0.9241
"['Cumduration_5_M', 'Time1_Short']",Label_1,0.90652
"['Cumduration_3_M', 'Duration_3_M']",Label_1,0.91033
"['Duration_2_M', 'Time1_Short']",Label_1,0.90732
"['Activity1_register submission date request', 'Cumduration_5_M', 'Duration_4_M']",Label_1,0.90206
"['Cumduration_2_M', 'Cumduration_3_M', 'Time1_Short']",Label_1,0.90094
"['Cumduration_4_M', 'Cumduration_5_M', 'Duration_3_M']",Label_1,0.90288
"['Cumduration_4_M', 'Duration_5_M', 'Time1_Short']",Label_1,0.90719
"['Cumduration_3_M', 'Time1_Short', 'Time2_Long']",Label_1,0.90709
"['Activity1_register submission date request', 'Cumduration_3_M', 'Duration_3_M']",Label_1,0.91033
"['Activity1_register submission date request', 'Cumduration_5_M', 'Duration_3_M']",Label_1,0.90397
"['Cumduration_5_M', 'Time1_Short', 'Time2_Long']",Label_1,0.90171
"['Cumduration_4_M', 'Cumduration_5_M', 'Duration_4_M']",Label_1,0.90098
"['Duration_7_M', 'Duration_9_M', 'Time2_Long']",Label_1,0.91735
"['Activity1_register submission date request', 'Cumduration_3_M', 'Duration_2_M']",Label_1,0.90094
"['Cumduration_5_M', 'Duration_3_M', 'Time1_Short']",Label_1,0.90652
"['Activity1_register submission date request', 'Cumduration_3_M', 'Time2_Long']",Label_1,0.90709
"['Activity1_register submission date request', 'Cumduration_4_M', 'Duration_5_M']",Label_1,0.9058
"['Duration_5_M', 'Duration_7_M', 'Time2_Long']",Label_1,0.91827
"['Cumduration_5_M', 'Duration_4_M', 'Time1_Short']",Label_1,0.90462
"['Activity1_register submission date request', 'Cumduration_5_M', 'Time1_Short']",Label_1,0.90397
"['Activity1_register submission date request', 'Cumduration_3_M', 'Time1_Short']",Label_1,0.91484
"['Cumduration_5_M', 'Duration_3_M', 'Duration_5_M']",Label_1,0.90244
"['Cumduration_4_M', 'Duration_3_M', 'Duration_5_M']",Label_1,0.90719
"['Cumduration_4_M', 'Cumduration_5_M', 'Time1_Short']",Label_1,0.90288
"['Cumduration_2_M', 'Cumduration_3_M', 'Duration_2_M']",Label_1,0.90094
"['Cumduration_4_M', 'Duration_4_M', 'Duration_5_M']",Label_1,0.90529
"['Activity1_register submission date request', 'Cumduration_2_M', 'Duration_2_M']",Label_1,0.90732
"['Activity1_register submission date request', 'Duration_2_M', 'Time1_Short']",Label_1,0.90732
"['Cumduration_3_M', 'Duration_2_M', 'Time1_Short']",Label_1,0.90094
"['Cumduration_5_M', 'Duration_4_M', 'Duration_5_M']",Label_1,0.90054
"['Cumduration_5_M', 'Duration_5_M', 'Time1_Short']",Label_1,0.90244
"['Activity1_register submission date request', 'Cumduration_4_M', 'Duration_3_M']",Label_1,0.92558
