Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98033
['(case) caseprocedure_None'],Label_0,0.9459
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.95082
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.94707
"['(case) requestcomplete_True', 'Duration_8_M']",Label_0,0.94238
"['(case) caseprocedure_None', 'Duration_7_M']",Label_0,0.91047
"['(case) requestcomplete_True', 'Duration_9_M']",Label_0,0.94197
"['Duration_6_M', 'Duration_8_M']",Label_0,0.92783
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.93279
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.91803
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.91166
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95436
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.95467
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.9459
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.94609
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.91319
"['(case) caseprocedure_None', 'Duration_8_M']",Label_0,0.91287
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.92261
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.94326
"['Duration_7_M', 'Duration_8_M']",Label_0,0.92845
"['(case) caseprocedure_None', 'Duration_9_M']",Label_0,0.90918
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.92951
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.92588
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96557
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98033
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.95467
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.91803
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_8_M']",Label_0,0.91884
"['Duration_6_M', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90046
"['Duration_4_M', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90586
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.91303
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.93279
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93296
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.92588
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91161
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_7_M']",Label_0,0.91839
"['(case) requestcomplete_True', 'Duration_7_M', 'Duration_9_M']",Label_0,0.90653
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.94707
"['(case) requestcomplete_True', 'Duration_8_M', 'Time2_Long']",Label_0,0.91366
"['(case) requestcomplete_True', 'Duration_8_M', 'Duration_9_M']",Label_0,0.91338
"['Duration_3_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90319
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M']",Label_0,0.91349
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.9417
"['Duration_7_M', 'Duration_8_M', 'Time2_Long']",Label_0,0.90137
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Time2_Long']",Label_0,0.90164
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.96557
"['Duration_7_M', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90109
"['Activity1_register submission date request', 'Duration_7_M', 'Duration_8_M']",Label_0,0.91534
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.91639
"['(case) requestcomplete_True', 'Duration_9_M', 'Time1_Short']",Label_0,0.94197
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.91773
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.92666
