Antecedents,Consequent,Support
['Cumduration_5_M'],Label_1,0.91041
"['Activity1_register submission date request', 'Cumduration_5_M']",Label_1,0.90777
"['Cumduration_4_M', 'Time2_Long']",Label_1,0.91176
"['Cumduration_4_M', 'Duration_3_M']",Label_1,0.91674
"['Cumduration_5_M', 'Time2_Long']",Label_1,0.90544
"['Cumduration_5_M', 'Time1_Short']",Label_1,0.91041
"['Cumduration_4_M', 'Duration_5_M']",Label_1,0.91134
"['Cumduration_4_M', 'Cumduration_5_M']",Label_1,0.90344
"['Cumduration_5_M', 'Duration_5_M']",Label_1,0.90862
"['Cumduration_5_M', 'Duration_3_M']",Label_1,0.91041
"['Cumduration_5_M', 'Duration_4_M']",Label_1,0.90683
"['Duration_10_M', 'Duration_8_M', 'Duration_9_M']",Label_1,0.90514
"['Cumduration_4_M', 'Duration_3_M', 'Time1_Short']",Label_1,0.91674
"['Cumduration_5_M', 'Duration_4_M', 'Time2_Long']",Label_1,0.90382
"['Activity1_register submission date request', 'Cumduration_5_M', 'Duration_5_M']",Label_1,0.90598
"['Cumduration_5_M', 'Duration_4_M', 'Duration_5_M']",Label_1,0.90504
"['Duration_10_M', 'Duration_5_M', 'Time2_Long']",Label_1,0.94366
"['Activity1_register submission date request', 'Cumduration_5_M', 'Duration_4_M']",Label_1,0.90419
"['Duration_10_M', 'Duration_6_M', 'Time2_Long']",Label_1,0.91497
"['Cumduration_5_M', 'Duration_5_M', 'Time1_Short']",Label_1,0.90862
"['Duration_10_M', 'Duration_4_M', 'Duration_8_M']",Label_1,0.9003
"['Cumduration_5_M', 'Duration_3_M', 'Time1_Short']",Label_1,0.91041
"['Cumduration_4_M', 'Cumduration_5_M', 'Duration_5_M']",Label_1,0.90275
"['Cumduration_4_M', 'Cumduration_5_M', 'Duration_3_M']",Label_1,0.90344
"['Activity1_register submission date request', 'Cumduration_4_M', 'Duration_3_M']",Label_1,0.91529
"['Activity1_register submission date request', 'Cumduration_4_M', 'Duration_5_M']",Label_1,0.90989
"['Cumduration_5_M', 'Duration_3_M', 'Duration_4_M']",Label_1,0.90683
"['Cumduration_5_M', 'Duration_3_M', 'Time2_Long']",Label_1,0.90544
"['Cumduration_4_M', 'Duration_3_M', 'Time2_Long']",Label_1,0.91176
"['Cumduration_4_M', 'Duration_5_M', 'Time2_Long']",Label_1,0.90636
"['Activity1_register submission date request', 'Cumduration_4_M', 'Cumduration_5_M']",Label_1,0.90199
"['Duration_10_M', 'Duration_8_M', 'Time2_Long']",Label_1,0.92223
"['Cumduration_4_M', 'Duration_5_M', 'Time1_Short']",Label_1,0.91134
"['Activity1_register submission date request', 'Cumduration_5_M', 'Duration_3_M']",Label_1,0.90777
"['Cumduration_4_M', 'Duration_3_M', 'Duration_4_M']",Label_1,0.91173
"['Cumduration_5_M', 'Time1_Short', 'Time2_Long']",Label_1,0.90544
"['Cumduration_5_M', 'Duration_4_M', 'Time1_Short']",Label_1,0.90683
