Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.97697
['(case) caseprocedure_None'],Label_0,0.92763
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.94079
"['(case) requestcomplete_True', 'Duration_8_M']",Label_0,0.93464
"['(case) requestcomplete_True', 'Duration_9_M']",Label_0,0.93574
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.91776
"['Duration_6_M', 'Duration_7_M']",Label_0,0.9189
"['Duration_4_M', 'Duration_8_M']",Label_0,0.93408
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.92763
"['Duration_6_M', 'Duration_9_M']",Label_0,0.92747
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.91453
"['Duration_4_M', 'Duration_6_M']",Label_0,0.94672
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.9418
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96546
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.94356
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.92658
"['Cumduration_5_M', 'Duration_4_M']",Label_0,0.90183
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.97697
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.94826
"['Duration_6_M', 'Duration_8_M']",Label_0,0.92374
"['(case) requestcomplete_True', 'Duration_10_M']",Label_0,0.93235
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.95657
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.90111
"['Duration_7_M', 'Duration_8_M']",Label_0,0.91392
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.90954
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.90169
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.92799
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.91868
"['Duration_3_M', 'Duration_4_M', 'Duration_7_M']",Label_0,0.9053
"['Duration_5_M', 'Duration_6_M', 'Time2_Long']",Label_0,0.90771
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.91536
"['(case) requestcomplete_True', 'Duration_6_M', 'Time2_Long']",Label_0,0.91121
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.90466
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_9_M']",Label_0,0.90444
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_8_M']",Label_0,0.91434
"['Duration_4_M', 'Duration_5_M', 'Duration_8_M']",Label_0,0.90923
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_4_M']",Label_0,0.91195
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.9467
"['Activity1_register submission date request', 'Duration_4_M', 'Duration_6_M']",Label_0,0.93732
"['Duration_4_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90398
"['Duration_3_M', 'Duration_4_M', 'Duration_8_M']",Label_0,0.90959
"['(case) requestcomplete_True', 'Duration_7_M', 'Time1_Short']",Label_0,0.92658
"['Duration_4_M', 'Duration_6_M', 'Duration_9_M']",Label_0,0.90997
"['Duration_3_M', 'Duration_4_M', 'Duration_6_M']",Label_0,0.92038
"['Duration_6_M', 'Duration_8_M', 'Time1_Short']",Label_0,0.92374
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Time1_Short']",Label_0,0.90954
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_6_M']",Label_0,0.93252
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.91776
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.94826
"['(case) requestcomplete_True', 'Duration_8_M', 'Time2_Long']",Label_0,0.90088
"['Duration_4_M', 'Duration_6_M', 'Time1_Short']",Label_0,0.94672
"['(case) requestcomplete_True', 'Duration_9_M', 'Time1_Short']",Label_0,0.93574
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93282
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_9_M']",Label_0,0.92587
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_7_M']",Label_0,0.90854
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_6_M']",Label_0,0.90189
"['(case) requestcomplete_True', 'Duration_10_M', 'Time1_Short']",Label_0,0.93235
"['(case) requestcomplete_True', 'Duration_9_M', 'Time2_Long']",Label_0,0.90284
"['Duration_4_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.9014
"['(case) requestcomplete_True', 'Duration_8_M', 'Time1_Short']",Label_0,0.93464
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.92812
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_9_M']",Label_0,0.90437
"['Duration_6_M', 'Duration_9_M', 'Time1_Short']",Label_0,0.92747
"['(case) requestcomplete_True', 'Duration_4_M', 'Time2_Long']",Label_0,0.92378
"['Duration_7_M', 'Duration_8_M', 'Time1_Short']",Label_0,0.91392
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.95657
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_8_M']",Label_0,0.90354
"['Duration_4_M', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90404
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.91453
