Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98061
['(case) caseprocedure_None'],Label_0,0.93538
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.95153
"['(case) requestcomplete_True', 'Duration_8_M']",Label_0,0.92928
"['(case) requestcomplete_True', 'Duration_9_M']",Label_0,0.94496
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.92084
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.91115
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93538
"['(case) caseprocedure_None', 'Duration_10_M']",Label_0,0.90518
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.92081
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95467
"['(case) caseprocedure_None', 'Duration_9_M']",Label_0,0.90295
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96123
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.96057
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.93509
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.979
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95199
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.91534
"['(case) requestcomplete_True', 'Duration_10_M']",Label_0,0.94928
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.95978
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.90891
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.91206
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.91761
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.91115
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91023
"['Duration_3_M', 'Duration_6_M', 'Duration_9_M']",Label_0,0.92043
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.93896
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.93518
"['Duration_10_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90129
"['Duration_5_M', 'Duration_6_M', 'Time2_Long']",Label_0,0.92279
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.92291
"['(case) caseprocedure_None', 'Duration_9_M', 'Time1_Short']",Label_0,0.90295
"['(case) requestcomplete_True', 'Duration_6_M', 'Time2_Long']",Label_0,0.93149
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.90627
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_9_M']",Label_0,0.92537
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_8_M']",Label_0,0.90855
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_4_M']",Label_0,0.92844
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.94201
"['Duration_4_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90738
"['(case) requestcomplete_True', 'Duration_7_M', 'Time2_Long']",Label_0,0.90924
"['(case) requestcomplete_True', 'Duration_7_M', 'Time1_Short']",Label_0,0.93348
"['Duration_4_M', 'Duration_6_M', 'Duration_9_M']",Label_0,0.92463
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Time1_Short']",Label_0,0.91761
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_6_M']",Label_0,0.94164
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.90299
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.92084
"['(case) requestcomplete_True', 'Duration_7_M', 'Duration_9_M']",Label_0,0.90463
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.95038
"['(case) requestcomplete_True', 'Duration_8_M', 'Time2_Long']",Label_0,0.90259
"['Duration_3_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90617
"['(case) requestcomplete_True', 'Duration_9_M', 'Time1_Short']",Label_0,0.94334
"['Duration_10_M', 'Duration_6_M', 'Duration_9_M']",Label_0,0.92171
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93442
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_9_M']",Label_0,0.92719
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_7_M']",Label_0,0.91658
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_6_M']",Label_0,0.93099
"['Duration_5_M', 'Duration_6_M', 'Duration_8_M']",Label_0,0.90326
"['Duration_10_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90724
"['Duration_4_M', 'Duration_7_M', 'Duration_9_M']",Label_0,0.90389
"['(case) requestcomplete_True', 'Duration_10_M', 'Time2_Long']",Label_0,0.92092
"['(case) caseprocedure_None', 'Duration_3_M', 'Time1_Short']",Label_0,0.91206
"['(case) requestcomplete_True', 'Duration_10_M', 'Time1_Short']",Label_0,0.94767
"['(case) caseprocedure_None', 'Duration_10_M', 'Time1_Short']",Label_0,0.90518
"['(case) requestcomplete_True', 'Duration_9_M', 'Time2_Long']",Label_0,0.91749
"['Duration_4_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.91718
"['(case) requestcomplete_True', 'Duration_8_M', 'Time1_Short']",Label_0,0.92766
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.93772
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_9_M']",Label_0,0.92226
"['(case) requestcomplete_True', 'Duration_4_M', 'Time2_Long']",Label_0,0.93131
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.95816
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_8_M']",Label_0,0.90734
"['Duration_6_M', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90489
"['Duration_4_M', 'Duration_8_M', 'Duration_9_M']",Label_0,0.9038
"['Duration_6_M', 'Duration_7_M', 'Time2_Long']",Label_0,0.90984
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.92081
"['Duration_6_M', 'Duration_7_M', 'Duration_9_M']",Label_0,0.9073
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M']",Label_0,0.91792
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_3_M']",Label_0,0.92406
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_8_M']",Label_0,0.91151
"['(case) requestcomplete_True', 'Duration_6_M', 'Time1_Short']",Label_0,0.95895
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_9_M']",Label_0,0.91848
"['Activity1_register submission date request', 'Duration_6_M', 'Duration_8_M']",Label_0,0.91196
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_8_M']",Label_0,0.90184
"['(case) caseprocedure_None', 'Duration_5_M', 'Time1_Short']",Label_0,0.90891
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_10_M']",Label_0,0.9299
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_9_M']",Label_0,0.92225
"['Duration_10_M', 'Duration_4_M', 'Duration_6_M']",Label_0,0.92582
"['Duration_5_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.9146
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M']",Label_0,0.92893
"['Duration_5_M', 'Duration_6_M', 'Duration_9_M']",Label_0,0.92043
"['Duration_4_M', 'Duration_5_M', 'Duration_9_M']",Label_0,0.91869
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.94197
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93261
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_7_M']",Label_0,0.91184
"['(case) requestcomplete_True', 'Duration_8_M', 'Duration_9_M']",Label_0,0.90444
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.96123
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.90307
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_5_M']",Label_0,0.92081
"['Duration_5_M', 'Duration_9_M', 'Time2_Long']",Label_0,0.90771
"['(case) requestcomplete_True', 'Duration_10_M', 'Duration_7_M']",Label_0,0.90538
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_7_M']",Label_0,0.91732
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_6_M']",Label_0,0.93973
"['Duration_6_M', 'Duration_9_M', 'Time2_Long']",Label_0,0.91568
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_8_M']",Label_0,0.90066
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.90304
"['Duration_10_M', 'Duration_5_M', 'Duration_6_M']",Label_0,0.92261
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_8_M']",Label_0,0.91034
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_6_M']",Label_0,0.90126
"['Duration_6_M', 'Duration_8_M', 'Time2_Long']",Label_0,0.90142
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_6_M']",Label_0,0.93509
