Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98377
['(case) caseprocedure_None'],Label_0,0.93506
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.95617
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95315
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.91721
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.91396
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.90718
"['Duration_6_M', 'Duration_7_M']",Label_0,0.92891
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95652
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.96455
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93506
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.95426
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.90932
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.93827
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.91372
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.92208
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.92216
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96104
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98214
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.96292
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.91396
"['Duration_6_M', 'Duration_7_M', 'Time1_Short']",Label_0,0.92729
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.90138
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.91721
"['Duration_6_M', 'Duration_7_M', 'Time2_Long']",Label_0,0.90997
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93107
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.92216
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.9114
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_7_M']",Label_0,0.9148
"['Duration_3_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90969
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.95153
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M']",Label_0,0.91268
"['Duration_3_M', 'Duration_5_M', 'Duration_7_M']",Label_0,0.90871
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.94185
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Time2_Long']",Label_0,0.90097
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.96104
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.90422
"['Duration_4_M', 'Duration_6_M', 'Time2_Long']",Label_0,0.9307
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.92743
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.94048
"['Duration_3_M', 'Duration_4_M', 'Duration_7_M']",Label_0,0.92072
"['(case) caseprocedure_None', 'Duration_4_M', 'Time2_Long']",Label_0,0.90268
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_7_M']",Label_0,0.92139
"['Duration_5_M', 'Duration_6_M', 'Time2_Long']",Label_0,0.92093
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_7_M']",Label_0,0.91716
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_6_M']",Label_0,0.9372
"['Activity1_register submission date request', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90828
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.9288
"['(case) requestcomplete_True', 'Duration_6_M', 'Time1_Short']",Label_0,0.95263
"['Duration_3_M', 'Duration_5_M', 'Duration_6_M']",Label_0,0.92465
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.90917
"['Duration_4_M', 'Duration_7_M', 'Time2_Long']",Label_0,0.91815
"['(case) requestcomplete_True', 'Duration_6_M', 'Time2_Long']",Label_0,0.93044
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.9043
"['(case) caseprocedure_None', 'Duration_5_M', 'Time1_Short']",Label_0,0.90932
"['(case) caseprocedure_None', 'Duration_3_M', 'Time1_Short']",Label_0,0.91372
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.94344
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_6_M']",Label_0,0.93126
"['(case) requestcomplete_True', 'Time1_Short', 'Time2_Long']",Label_0,0.95617
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time2_Long']",Label_0,0.93994
"['Duration_5_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90583
"['Duration_4_M', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91607
"['(case) requestcomplete_True', 'Duration_7_M', 'Time2_Long']",Label_0,0.91554
"['(case) requestcomplete_True', 'Duration_3_M', 'Time1_Short']",Label_0,0.9549
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M']",Label_0,0.93205
"['(case) requestcomplete_True', 'Duration_7_M', 'Time1_Short']",Label_0,0.93664
"['(case) caseprocedure_None', 'Duration_3_M', 'Duration_4_M']",Label_0,0.90309
"['Duration_4_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.9142
"['(case) caseprocedure_None', 'Duration_6_M', 'Time1_Short']",Label_0,0.90718
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.94054
"['(case) caseprocedure_None', 'Duration_3_M', 'Time2_Long']",Label_0,0.90392
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.94386
"['Duration_3_M', 'Duration_4_M', 'Duration_6_M']",Label_0,0.93483
"['Duration_4_M', 'Duration_5_M', 'Duration_6_M']",Label_0,0.93099
"['(case) requestcomplete_True', 'Duration_4_M', 'Time2_Long']",Label_0,0.9402
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Time1_Short']",Label_0,0.92208
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.90073
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_6_M']",Label_0,0.932
"['Duration_5_M', 'Duration_7_M', 'Time2_Long']",Label_0,0.90816
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Duration_7_M']",Label_0,0.90448
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_6_M']",Label_0,0.91528
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short', 'Time2_Long']",Label_0,0.9402
"['Duration_4_M', 'Duration_5_M', 'Duration_7_M', 'Time1_Short']",Label_0,0.91444
"['Duration_5_M', 'Duration_6_M', 'Duration_7_M', 'Time1_Short']",Label_0,0.90421
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_4_M']",Label_0,0.92827
"['(case) requestcomplete_True', 'Duration_6_M', 'Time1_Short', 'Time2_Long']",Label_0,0.93044
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M', 'Time1_Short']",Label_0,0.91106
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_6_M', 'Time2_Long']",Label_0,0.91659
