Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98529
['(case) caseprocedure_None'],Label_0,0.93791
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.95425
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95924
"['(case) caseprocedure_None', 'Duration_7_M']",Label_0,0.90822
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.92157
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.91013
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.91502
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95606
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93791
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.9624
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.9124
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.94963
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.91154
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.9232
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96569
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98366
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.91013
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.90075
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.92157
"['Duration_6_M', 'Duration_7_M', 'Time2_Long']",Label_0,0.91601
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.94028
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.92843
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_7_M']",Label_0,0.9231
"['Duration_3_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.91772
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.9576
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M']",Label_0,0.92854
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.94129
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.96569
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.90686
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.94124
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_7_M']",Label_0,0.93002
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.92983
"['(case) requestcomplete_True', 'Duration_6_M', 'Time1_Short']",Label_0,0.96077
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.90031
"['(case) requestcomplete_True', 'Duration_6_M', 'Time2_Long']",Label_0,0.93189
