Antecedents,Consequent,Support
['(case) requestcomplete_False'],Label_1,0.77941
"['(case) requestcomplete_False', 'Cumduration_3_M']",Label_1,0.70446
"['(case) requestcomplete_False', 'Duration_3_M']",Label_1,0.77118
"['(case) requestcomplete_False', 'Duration_6_M']",Label_1,0.77451
"['(case) requestcomplete_False', 'Cumduration_5_M']",Label_1,0.70731
"['(case) requestcomplete_False', 'Duration_7_M']",Label_1,0.76961
"['(case) requestcomplete_False', 'Activity1_register submission date request']",Label_1,0.77451
"['(case) requestcomplete_False', 'Duration_4_M']",Label_1,0.75612
"['(case) requestcomplete_False', 'Cumduration_4_M']",Label_1,0.71996
"['(case) requestcomplete_False', 'Cumduration_4_M', 'Duration_4_M']",Label_1,0.71567
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_3_M']",Label_1,0.76633
"['(case) requestcomplete_False', 'Cumduration_4_M', 'Duration_3_M']",Label_1,0.7133
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_7_M']",Label_1,0.76471
"['(case) requestcomplete_False', 'Duration_4_M', 'Duration_6_M']",Label_1,0.75517
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_4_M']",Label_1,0.75122
"['(case) requestcomplete_False', 'Cumduration_5_M', 'Duration_3_M']",Label_1,0.7029
"['(case) requestcomplete_False', 'Cumduration_5_M', 'Duration_7_M']",Label_1,0.70024
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Duration_6_M']",Label_1,0.70036
"['(case) requestcomplete_False', 'Duration_3_M', 'Duration_6_M']",Label_1,0.76628
"['(case) requestcomplete_False', 'Cumduration_4_M', 'Duration_6_M']",Label_1,0.71902
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_3_M']",Label_1,0.70446
"['(case) requestcomplete_False', 'Cumduration_4_M', 'Duration_7_M']",Label_1,0.71412
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_4_M']",Label_1,0.71996
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_5_M']",Label_1,0.70731
"['(case) requestcomplete_False', 'Cumduration_5_M', 'Duration_4_M']",Label_1,0.7061
"['(case) requestcomplete_False', 'Duration_4_M', 'Duration_7_M']",Label_1,0.75027
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_6_M']",Label_1,0.76961
"['(case) requestcomplete_False', 'Duration_3_M', 'Duration_7_M']",Label_1,0.76138
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Duration_3_M']",Label_1,0.70149
"['(case) requestcomplete_False', 'Duration_6_M', 'Duration_7_M']",Label_1,0.76961
"['(case) requestcomplete_False', 'Duration_3_M', 'Duration_4_M']",Label_1,0.74789
"['(case) requestcomplete_False', 'Cumduration_5_M', 'Duration_6_M']",Label_1,0.70515
"['(case) requestcomplete_False', 'Cumduration_4_M', 'Cumduration_5_M']",Label_1,0.70285
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_4_M', 'Duration_4_M']",Label_1,0.71567
"['(case) requestcomplete_False', 'Cumduration_4_M', 'Cumduration_5_M', 'Duration_6_M']",Label_1,0.70191
