Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98512
['(case) caseprocedure_None'],Label_0,0.93884
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.94545
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95554
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.92727
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.90579
"['(case) caseprocedure_None', 'Duration_6_M']",Label_0,0.90655
"['Duration_6_M', 'Duration_7_M']",Label_0,0.92333
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.9513
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.96556
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93884
"['(case) requestcomplete_True', 'Duration_6_M']",Label_0,0.95118
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.91257
"['(case) requestcomplete_True', 'Duration_7_M']",Label_0,0.93712
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.90978
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.92893
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.92497
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.97025
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98347
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.9639
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.90579
"['Activity1_register submission date request', 'Duration_4_M', 'Duration_7_M']",Label_0,0.91994
"['Duration_6_M', 'Duration_7_M', 'Time1_Short']",Label_0,0.92167
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.90179
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.92727
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.94132
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.92497
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91083
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_7_M']",Label_0,0.90552
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.95389
"['(case) requestcomplete_True', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90845
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.93417
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.97025
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.91736
"['(case) requestcomplete_True', 'Duration_5_M', 'Duration_6_M']",Label_0,0.92655
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.94149
"['Duration_3_M', 'Duration_4_M', 'Duration_7_M']",Label_0,0.90762
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.90265
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_7_M']",Label_0,0.91994
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_7_M']",Label_0,0.9239
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_6_M']",Label_0,0.93381
"['Activity1_register submission date request', 'Duration_6_M', 'Duration_7_M']",Label_0,0.9101
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.91918
"['(case) requestcomplete_True', 'Duration_6_M', 'Time1_Short']",Label_0,0.94953
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.91505
"['Duration_4_M', 'Duration_7_M', 'Time2_Long']",Label_0,0.90405
"['(case) requestcomplete_True', 'Duration_6_M', 'Time2_Long']",Label_0,0.91536
"['Activity1_register submission date request', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91314
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.9134
"['(case) caseprocedure_None', 'Duration_5_M', 'Time1_Short']",Label_0,0.91257
"['(case) caseprocedure_None', 'Duration_3_M', 'Time1_Short']",Label_0,0.90978
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.95068
"['Activity1_register submission date request', 'Duration_4_M', 'Duration_6_M']",Label_0,0.93215
"['(case) caseprocedure_None', 'Duration_4_M', 'Duration_5_M']",Label_0,0.90182
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.90165
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_6_M']",Label_0,0.92121
"['(case) requestcomplete_True', 'Time1_Short', 'Time2_Long']",Label_0,0.94545
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time2_Long']",Label_0,0.93719
"['Duration_5_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90088
"['Duration_4_M', 'Duration_5_M', 'Duration_7_M']",Label_0,0.91112
"['(case) requestcomplete_True', 'Duration_7_M', 'Time2_Long']",Label_0,0.90407
"['(case) requestcomplete_True', 'Duration_3_M', 'Time1_Short']",Label_0,0.94965
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M']",Label_0,0.92632
"['(case) requestcomplete_True', 'Duration_7_M', 'Time1_Short']",Label_0,0.93547
"['Duration_4_M', 'Duration_6_M', 'Duration_7_M']",Label_0,0.90669
"['(case) caseprocedure_None', 'Duration_6_M', 'Time1_Short']",Label_0,0.90655
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.94
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.9378
