Antecedents,Consequent,Support
['(case) caseprocedure_None'],Label_0,0.93502
['(case) requestcomplete_True'],Label_0,0.98257
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.94924
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96513
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93502
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95251
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.96118
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.9178
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.90776
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98257
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.92076
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.92076
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.90486
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.9065
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.94929
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93226
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.90354
"['(case) requestcomplete_True', 'Duration_3_M', 'Time1_Short']",Label_0,0.95251
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.93468
"['(case) requestcomplete_True', 'Time1_Short', 'Time2_Long']",Label_0,0.94929
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.96513
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.96118
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time2_Long']",Label_0,0.93502
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.9417
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.9178
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.91754
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93245
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.90354
