Antecedents,Consequent,Support
['(case) requestcomplete_True'],Label_0,0.98223
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.92569
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95023
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.94743
"['(case) requestcomplete_True', 'Cumduration_5_M']",Label_0,0.86936
"['(case) requestcomplete_True', 'Cumduration_2_M']",Label_0,0.83282
"['(case) requestcomplete_True', 'Cumduration_3_M']",Label_0,0.85053
"['(case) requestcomplete_True', 'Cumduration_4_M']",Label_0,0.88764
"['(case) requestcomplete_True', 'Duration_2_M']",Label_0,0.83282
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96446
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.9574
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Cumduration_3_M']",Label_0,0.80695
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_2_M']",Label_0,0.78979
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Cumduration_5_M']",Label_0,0.86199
"['(case) requestcomplete_True', 'Cumduration_5_M', 'Duration_5_M']",Label_0,0.86078
"['(case) requestcomplete_True', 'Cumduration_3_M', 'Cumduration_5_M']",Label_0,0.82031
"['(case) requestcomplete_True', 'Cumduration_5_M', 'Duration_4_M']",Label_0,0.86618
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.90672
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Duration_3_M']",Label_0,0.86767
"['(case) requestcomplete_True', 'Duration_2_M', 'Duration_3_M']",Label_0,0.81278
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Cumduration_5_M']",Label_0,0.82465
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Duration_2_M']",Label_0,0.81377
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Cumduration_5_M']",Label_0,0.86099
"['(case) requestcomplete_True', 'Duration_2_M', 'Duration_5_M']",Label_0,0.80916
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_2_M']",Label_0,0.82634
"['(case) requestcomplete_True', 'Cumduration_3_M', 'Duration_5_M']",Label_0,0.82631
"['(case) requestcomplete_True', 'Duration_2_M', 'Duration_4_M']",Label_0,0.81525
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Duration_4_M']",Label_0,0.88404
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Cumduration_5_M']",Label_0,0.79859
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.89518
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Cumduration_3_M']",Label_0,0.82378
"['(case) requestcomplete_True', 'Cumduration_5_M', 'Duration_3_M']",Label_0,0.85054
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.91115
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Cumduration_4_M']",Label_0,0.84181
"['(case) requestcomplete_True', 'Cumduration_5_M', 'Duration_2_M']",Label_0,0.79859
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Duration_5_M']",Label_0,0.86142
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93312
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.94125
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Cumduration_2_M']",Label_0,0.82634
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Cumduration_4_M']",Label_0,0.81377
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Duration_5_M']",Label_0,0.80916
"['(case) requestcomplete_True', 'Cumduration_3_M', 'Duration_3_M']",Label_0,0.83473
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M']",Label_0,0.91834
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.92605
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Duration_3_M']",Label_0,0.81278
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Cumduration_3_M']",Label_0,0.84421
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Duration_2_M']",Label_0,0.83282
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Cumduration_2_M']",Label_0,0.78979
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.89692
"['(case) requestcomplete_True', 'Cumduration_2_M', 'Duration_4_M']",Label_0,0.81525
