Antecedents,Consequent,Support
['(case) requestcomplete_False'],Label_1,0.81604
"['(case) requestcomplete_False', 'Cumduration_3_M']",Label_1,0.74409
"['(case) requestcomplete_False', 'Duration_3_M']",Label_1,0.81125
"['(case) requestcomplete_False', 'Cumduration_5_M']",Label_1,0.74693
"['(case) requestcomplete_False', 'Cumduration_2_M']",Label_1,0.73438
"['(case) requestcomplete_False', 'Duration_5_M']",Label_1,0.79088
"['(case) requestcomplete_False', 'Cumduration_4_M']",Label_1,0.76023
"['(case) requestcomplete_False', 'Activity1_register submission date request']",Label_1,0.81132
"['(case) caseprocedure_None', '(case) requestcomplete_False']",Label_1,0.70283
"['(case) requestcomplete_False', 'Duration_4_M']",Label_1,0.79394
"['(case) requestcomplete_False', 'Duration_2_M']",Label_1,0.73438
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Duration_3_M']",Label_1,0.74126
"['(case) requestcomplete_False', 'Duration_3_M', 'Duration_5_M']",Label_1,0.78609
"['(case) requestcomplete_False', 'Cumduration_4_M', 'Duration_3_M']",Label_1,0.75553
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_3_M']",Label_1,0.8066
"['(case) requestcomplete_False', 'Duration_2_M', 'Duration_5_M']",Label_1,0.71551
"['(case) requestcomplete_False', 'Cumduration_4_M', 'Cumduration_5_M']",Label_1,0.74223
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_5_M']",Label_1,0.74693
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Cumduration_5_M']",Label_1,0.70813
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Duration_2_M']",Label_1,0.73438
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Duration_5_M']",Label_1,0.71551
"['(case) requestcomplete_False', 'Cumduration_5_M', 'Duration_4_M']",Label_1,0.746
"['(case) requestcomplete_False', 'Cumduration_5_M', 'Duration_3_M']",Label_1,0.74249
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Duration_5_M']",Label_1,0.72415
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Cumduration_4_M']",Label_1,0.72933
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Cumduration_3_M']",Label_1,0.74409
"['(case) requestcomplete_False', 'Cumduration_2_M', 'Cumduration_4_M']",Label_1,0.72063
"['(case) requestcomplete_False', 'Activity1_register submission date request', 'Duration_4_M']",Label_1,0.78922
"['(case) requestcomplete_False', 'Cumduration_3_M', 'Duration_4_M']",Label_1,0.72551
