Antecedents,Consequent,Support
['(case) caseprocedure_None'],Label_0,0.93008
['(case) requestcomplete_True'],Label_0,0.98211
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95869
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96911
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93008
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95287
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.9575
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.91248
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.90391
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98049
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.91707
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.92033
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.90881
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.90244
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.94797
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93958
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.90272
"['(case) requestcomplete_True', 'Duration_3_M', 'Time1_Short']",Label_0,0.95124
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.93327
"['(case) requestcomplete_True', 'Time1_Short', 'Time2_Long']",Label_0,0.94797
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.96911
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.95587
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time2_Long']",Label_0,0.93984
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.94539
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.91248
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.9278
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.94568
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.92033
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M']",Label_0,0.93432
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.90732
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.90244
"['(case) caseprocedure_None', 'Duration_3_M', 'Time1_Short']",Label_0,0.90391
"['(case) requestcomplete_True', 'Duration_4_M', 'Time2_Long']",Label_0,0.92693
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.94449
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Time1_Short']",Label_0,0.91707
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.93774
"['(case) caseprocedure_None', 'Duration_5_M', 'Time1_Short']",Label_0,0.90881
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.95706
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M', 'Time1_Short']",Label_0,0.93269
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M', 'Time1_Short']",Label_0,0.90272
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Time1_Short']",Label_0,0.93165
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Time1_Short']",Label_0,0.94449
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Time2_Long']",Label_0,0.93514
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M', 'Time2_Long']",Label_0,0.90901
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M', 'Time1_Short']",Label_0,0.94568
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_4_M']",Label_0,0.9258
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Time2_Long']",Label_0,0.91814
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.90732
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short', 'Time2_Long']",Label_0,0.92693
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_5_M']",Label_0,0.92684
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M', 'Time2_Long']",Label_0,0.91919
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short', 'Time2_Long']",Label_0,0.9278
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M', 'Time2_Long']",Label_0,0.91967
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Time2_Long']",Label_0,0.9188
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Duration_5_M']",Label_0,0.92658
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short', 'Time2_Long']",Label_0,0.93984
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Duration_5_M']",Label_0,0.91699
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Time1_Short']",Label_0,0.94539
