Antecedents,Consequent,Support
['(case) caseprocedure_None'],Label_0,0.93398
['(case) requestcomplete_True'],Label_0,0.98229
"['(case) requestcomplete_True', 'Duration_5_M']",Label_0,0.95121
"['(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.96618
"['(case) requestcomplete_True', 'Cumduration_4_M']",Label_0,0.9043
"['(case) caseprocedure_None', 'Time1_Short']",Label_0,0.93398
"['(case) requestcomplete_True', 'Duration_3_M']",Label_0,0.95783
"['(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.96139
"['(case) caseprocedure_None', 'Duration_4_M']",Label_0,0.91892
"['(case) caseprocedure_None', 'Duration_3_M']",Label_0,0.91237
"['(case) requestcomplete_True', 'Time1_Short']",Label_0,0.98068
"['(case) caseprocedure_None', '(case) requestcomplete_True']",Label_0,0.9211
"['(case) caseprocedure_None', 'Duration_5_M']",Label_0,0.90773
"['(case) caseprocedure_None', 'Activity1_register submission date request']",Label_0,0.92271
"['(case) caseprocedure_None', 'Time2_Long']",Label_0,0.90338
"['(case) requestcomplete_True', 'Time2_Long']",Label_0,0.94525
"['(case) requestcomplete_True', 'Duration_3_M', 'Time1_Short']",Label_0,0.95622
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Time1_Short']",Label_0,0.90305
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time2_Long']",Label_0,0.93559
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.90337
"['(case) caseprocedure_None', 'Duration_4_M', 'Time1_Short']",Label_0,0.91892
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M']",Label_0,0.90604
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M']",Label_0,0.93159
"['(case) requestcomplete_True', 'Duration_4_M', 'Time2_Long']",Label_0,0.92834
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.9469
"['(case) requestcomplete_True', 'Duration_3_M', 'Time2_Long']",Label_0,0.93851
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short']",Label_0,0.9496
"['(case) requestcomplete_True', 'Time1_Short', 'Time2_Long']",Label_0,0.94525
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.96618
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.92271
"['(case) caseprocedure_None', 'Time1_Short', 'Time2_Long']",Label_0,0.90338
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Time1_Short']",Label_0,0.9211
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M']",Label_0,0.90765
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M']",Label_0,0.94216
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Duration_4_M']",Label_0,0.90328
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.95978
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M']",Label_0,0.94524
"['(case) requestcomplete_True', 'Duration_5_M', 'Time2_Long']",Label_0,0.91849
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M']",Label_0,0.93577
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request']",Label_0,0.90982
"['(case) caseprocedure_None', 'Duration_3_M', 'Time1_Short']",Label_0,0.91237
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M']",Label_0,0.93618
"['(case) caseprocedure_None', 'Duration_5_M', 'Time1_Short']",Label_0,0.90773
"['(case) requestcomplete_True', 'Cumduration_4_M', 'Duration_4_M', 'Time1_Short']",Label_0,0.90203
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M', 'Time1_Short']",Label_0,0.92998
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_4_M', 'Time1_Short']",Label_0,0.90765
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Time1_Short']",Label_0,0.94055
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Time1_Short']",Label_0,0.9469
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Time2_Long']",Label_0,0.93234
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M', 'Time2_Long']",Label_0,0.90422
"['(case) caseprocedure_None', 'Activity1_register submission date request', 'Duration_3_M', 'Time1_Short']",Label_0,0.90337
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M', 'Time1_Short']",Label_0,0.93577
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_4_M']",Label_0,0.92995
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Time2_Long']",Label_0,0.92284
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short']",Label_0,0.90982
"['(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short', 'Time2_Long']",Label_0,0.92834
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_5_M']",Label_0,0.91966
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M', 'Time2_Long']",Label_0,0.91336
"['(case) requestcomplete_True', 'Duration_5_M', 'Time1_Short', 'Time2_Long']",Label_0,0.91849
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M', 'Time2_Long']",Label_0,0.90949
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Time2_Long']",Label_0,0.92029
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Duration_5_M']",Label_0,0.92235
"['(case) caseprocedure_None', '(case) requestcomplete_True', 'Duration_4_M', 'Time1_Short']",Label_0,0.90604
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Time1_Short', 'Time2_Long']",Label_0,0.93559
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Duration_5_M']",Label_0,0.91855
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Time1_Short']",Label_0,0.94524
"['(case) requestcomplete_True', 'Duration_3_M', 'Time1_Short', 'Time2_Long']",Label_0,0.93851
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M', 'Time1_Short']",Label_0,0.93457
"['(case) requestcomplete_True', 'Duration_4_M', 'Duration_5_M', 'Time1_Short', 'Time2_Long']",Label_0,0.90422
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Time1_Short', 'Time2_Long']",Label_0,0.92029
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_4_M', 'Time2_Long']",Label_0,0.91705
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_5_M', 'Time1_Short']",Label_0,0.91966
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_5_M', 'Time1_Short', 'Time2_Long']",Label_0,0.91336
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Time1_Short', 'Time2_Long']",Label_0,0.93234
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Duration_5_M', 'Time1_Short']",Label_0,0.91694
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_5_M', 'Time1_Short', 'Time2_Long']",Label_0,0.90949
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_4_M', 'Time1_Short']",Label_0,0.92995
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Time1_Short', 'Time2_Long']",Label_0,0.92284
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_5_M', 'Time2_Long']",Label_0,0.90785
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_4_M', 'Duration_5_M', 'Time1_Short']",Label_0,0.92235
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_4_M', 'Duration_5_M']",Label_0,0.907
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Duration_5_M', 'Time2_Long']",Label_0,0.90033
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_5_M', 'Time1_Short', 'Time2_Long']",Label_0,0.90785
"['(case) requestcomplete_True', 'Duration_3_M', 'Duration_4_M', 'Duration_5_M', 'Time1_Short', 'Time2_Long']",Label_0,0.90033
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_4_M', 'Time1_Short', 'Time2_Long']",Label_0,0.91705
"['(case) requestcomplete_True', 'Activity1_register submission date request', 'Duration_3_M', 'Duration_4_M', 'Duration_5_M', 'Time1_Short']",Label_0,0.907
